"place","place_label","location"
"http://www.wikidata.org/entity/Q7523819","Sunnyside","Point(-73.9188 40.742880555)"
"http://www.wikidata.org/entity/Q2921828","Boulevard Gardens Apartments","Point(-73.906111111 40.758333333)"
"http://www.wikidata.org/entity/Q1292552","Queensbridge","Point(-73.945333333 40.755194444)"
"http://www.wikidata.org/entity/Q1189975","Yorkville","Point(-73.9492079 40.7762231)"
"http://www.wikidata.org/entity/Q1145574","Jackson Heights","Point(-73.886944 40.751389)"
"http://www.wikidata.org/entity/Q24046027","Forest Hills Gardens","Point(-73.8442246 40.717154)"
"http://www.wikidata.org/entity/Q6397898","Kew Gardens","Point(-73.827138888 40.705644444)"
"http://www.wikidata.org/entity/Q6397896","Kew Gardens Hills","Point(-73.820119444 40.729369444)"
"http://www.wikidata.org/entity/Q5172108","Corona","Point(-73.86497 40.73497)"
"http://www.wikidata.org/entity/Q1202211","Forest Hills","Point(-73.85 40.716111111)"
"http://www.wikidata.org/entity/Q1190597","Long Island City","Point(-73.948136111 40.750422222)"
"http://www.wikidata.org/entity/Q1018954","Forest Hills Gardens","Point(-73.8608 40.7158)"
"http://www.wikidata.org/entity/Q391577","Rego Park","Point(-73.86009 40.723688)"
"http://www.wikidata.org/entity/Q24045997","South Ozone Park","Point(-73.8489961 40.6752062)"
"http://www.wikidata.org/entity/Q6841642","Middle Village","Point(-73.874172222 40.717355555)"
"http://www.wikidata.org/entity/Q6783909","Maspeth","Point(-73.9125 40.723055555)"
"http://www.wikidata.org/entity/Q5568334","Glendale","Point(-73.880105555 40.698438888)"
"http://www.wikidata.org/entity/Q59030","Ozone Park","Point(-73.838317 40.670198)"
"http://www.wikidata.org/entity/Q59006","Richmond Hill","Point(-73.8272 40.6958)"
"http://www.wikidata.org/entity/Q58994","Woodhaven","Point(-73.852669444 40.693388888)"
"http://www.wikidata.org/entity/Q7332840","Ridgewood","Point(-73.9056 40.7)"
"http://www.wikidata.org/entity/Q2288728","Bushwick","Point(-73.918611111 40.694166666)"
"http://www.wikidata.org/entity/Q1156982","Bedford–Stuyvesant","Point(-73.941111111 40.683333333)"
"http://www.wikidata.org/entity/Q771572","Williamsburg","Point(-73.95 40.7)"
"http://www.wikidata.org/entity/Q429687","Upper West Side","Point(-73.975277777 40.786944444)"
"http://www.wikidata.org/entity/Q1043965","Carnegie Hill","Point(-73.956111111 40.784722222)"
"http://www.wikidata.org/entity/Q1190605","Lenox Hill","Point(-73.962 40.769)"
"http://www.wikidata.org/entity/Q455587","Upper East Side","Point(-73.965555555 40.769166666)"
"http://www.wikidata.org/entity/Q8032513","Woodcliff","Point(-74.0039 40.7986)"
"http://www.wikidata.org/entity/Q4997035","Bulls Ferry","Point(-73.9965 40.7938)"
