City,type,id,lon,lat,place,name,name:en,wikidata
Osaka,node,2441344903,,,neighbourhood,喜志新家町一丁目,Kishishinkecho 1-Chome,
Osaka,node,2441344907,,,neighbourhood,喜志新家町二丁目,Kishishinkecho 2-Chome,
Osaka,node,2441344911,,,neighbourhood,喜志町一丁目,Kishicho 1-Chome,
Osaka,node,2441344916,,,neighbourhood,喜志町三丁目,Kishicho 2-Chome,
Osaka,node,2441344923,,,neighbourhood,喜志町五丁目,Kishicho 3-Chome,
Osaka,node,2441344926,,,neighbourhood,喜志町四丁目,Kishicho 4-Chome,
Osaka,node,2441345032,,,neighbourhood,平町一丁目,Hiracho 1-Chome,
Osaka,node,2441345036,,,neighbourhood,平町二丁目,Hiracho 2-Chome,
Osaka,node,2441345113,,,neighbourhood,木戸山町,Kidoyamacho,
Osaka,node,2441345151,,,neighbourhood,梅の里一丁目,Umenosato 1-Chome,
Osaka,node,2441345154,,,neighbourhood,梅の里三丁目,Umenosato 3-Chome,
Osaka,node,2441345230,,,neighbourhood,西条町二丁目,Saijocho 2-Chome,
Osaka,node,2441345288,,,neighbourhood,通法寺町,Tuhoujicho,
Osaka,node,2614485057,,,neighbourhood,小明町,Koumyocho,
Osaka,node,3215876066,,,neighbourhood,上野一丁目,Ueno 1-Chome,
Osaka,node,3215876067,,,neighbourhood,上野三丁目,Ueno 3-Chome,
Osaka,node,3215876068,,,neighbourhood,上野二丁目,Ueno 2-Chome,
Osaka,node,3215876070,,,neighbourhood,中宮大池一丁目,Nakamiyaooike 1-Chome,
Osaka,node,3215876071,,,neighbourhood,中宮大池三丁目,Nakamiyaooike 3-Chome,
Osaka,node,3215876072,,,neighbourhood,中宮大池二丁目,Nakamiyaooike 2-Chome,
Osaka,node,3215876073,,,neighbourhood,中宮大池四丁目,Nakamiyaooike 4-Chome,
Osaka,node,3215876078,,,neighbourhood,交北一丁目,Kohoku 1-Chome,
Osaka,node,3215876079,,,neighbourhood,交北三丁目,Kohoku 3-Chome,
Osaka,node,3215876080,,,neighbourhood,交北二丁目,Kohoku 2-Chome,
Osaka,node,3215876081,,,neighbourhood,交北四丁目,Kohoku 4-Chome,
Osaka,node,3215876090,,,neighbourhood,出口一丁目,Deguchi 1-Chome,
Osaka,node,3215876091,,,neighbourhood,出口三丁目,Deguchi 3-Chome,
Osaka,node,3215876092,,,neighbourhood,出口二丁目,Deguchi 2-Chome,
Osaka,node,3215876093,,,neighbourhood,出口五丁目,Deguchi 5-Chome,
Osaka,node,3215876094,,,neighbourhood,出口六丁目,Deguchi 6-Chome,
Osaka,node,3215876095,,,neighbourhood,出口四丁目,Deguchi 4-Chome,
Osaka,node,3215876096,,,neighbourhood,出屋敷元町一丁目,Deyashikimotomachi 1-Chome,
Osaka,node,3215876097,,,neighbourhood,出屋敷元町二丁目,Deyashikimotomachi 2-Chome,
Osaka,node,3215876098,,,neighbourhood,出屋敷西町一丁目,Deyashikinishimachi 1-Chome,
Osaka,node,3215876099,,,neighbourhood,出屋敷西町二丁目,Deyashikinishimachi 2-Chome,
Osaka,node,3215876100,,,neighbourhood,北中振一丁目,Kitanakaburi 1-Chome,
Osaka,node,3215876101,,,neighbourhood,北中振三丁目,Kitanakaburi 2-Chome,
