"place","place_label","location"
"http://www.wikidata.org/entity/Q18588998","Uluwatu, Bali, Indonesia","Point(115.083 -8.83333)"
"http://www.wikidata.org/entity/Q6749189","Mangupura","Point(115.17861111 -8.60277778)"
"http://www.wikidata.org/entity/Q4763150","Anggabaya","Point(115.23361111 -8.59833333)"
"http://www.wikidata.org/entity/Q1963196","Pabeansanur","Point(115.25 -8.683333333)"
"http://www.wikidata.org/entity/Q598961","Ujung","Point(115.2 -8.716666666)"
"http://www.wikidata.org/entity/Q7449126","Semarapura","Point(115.40361111 -8.53527778)"
"http://www.wikidata.org/entity/Q210654","Ubud","Point(115.262358 -8.506875)"
"http://www.wikidata.org/entity/Q1869548","Candi Dasa","Point(115.56667 -8.5)"
"http://www.wikidata.org/entity/Q11506","Denpasar","Point(115.216666666 -8.65)"
